kp1,kp2,kp3,kp4,kp5,kp6,kp7,kp8,kp9,kp10,kp11,kp12,kp13,kp14,kp15,kp16,kp17,kp18,kp19,kp20,kp21,kp22,kp23,kp24,kp25,kp26,kp27,kp28,kp29,kp30,kp31,kp32,kp33,kp34,kp35,kp36,kp37,kp38,kp39,kp40,kp41,kp42,kp43,kp44,kp45,kp46,kp47,kp48,kp49,kp50,kp51,kp52,kp53,kp54,kp55,kp56,kp57,kp58,output
0.0,0.0,319.58770751953125,187.9728240966797,87.7742919921875,335.1111755371094,0.8609166741371155,317.5133972167969,110.20376586914062,0.9876754283905028,322.7000732421875,105.88947296142578,0.9690250754356384,312.70416259765625,105.6230697631836,0.9749934673309326,329.2344055175781,108.8201904296875,0.6125582456588745,303.8583068847656,107.18885040283205,0.7338323593139648,336.4100341796875,129.60403442382812,0.9781021475791932,294.93487548828125,127.10895538330078,0.9794703125953674,350.1292724609375,94.10527801513672,0.9467806220054626,285.2951965332031,89.5831069946289,0.9545608162879944,353.399658203125,55.02838134765625,0.939436376094818,285.4153747558594,52.5946044921875,0.9469670057296752,331.82476806640625,212.9451904296875,0.9875969290733336,299.80731201171875,211.8790435791016,0.9880347847938538,334.9389038085937,277.1599426269531,0.9753782749176024,295.4609375,275.1910400390625,0.9764940142631532,338.8921813964844,333.1340026855469,0.9361274242401124,289.0236511230469,332.6122436523437,0.9383603930473328,0.0
0.0,0.0,321.8836975097656,188.445556640625,101.96710205078124,335.242919921875,0.8837540149688721,317.2777404785156,110.069091796875,0.9885855317115784,322.3277587890625,105.72887420654295,0.9684852957725524,312.3987731933594,105.53508758544922,0.9741188883781432,328.8291931152344,108.69430541992188,0.5971333980560303,303.7174072265625,107.31482696533205,0.7330924272537231,336.333740234375,129.83822631835938,0.9822232723236084,294.06939697265625,127.37226104736328,0.97953599691391,354.2271423339844,94.40818786621094,0.9601748585700988,281.3792419433594,89.77588653564453,0.9531840682029724,361.7667236328125,56.64836120605469,0.9539871215820312,278.9149780273437,51.33819580078125,0.9487317204475404,331.41064453125,213.23651123046875,0.9892368912696838,299.6026916503906,212.5316467285156,0.9882586002349854,334.43658447265625,277.307861328125,0.9779924750328064,294.86138916015625,275.524169921875,0.9762651324272156,338.25701904296875,333.753662109375,0.9365788698196412,288.7493896484375,333.1268920898437,0.9321821928024292,0.0
0.0,0.0,321.5838928222656,189.5682678222656,121.12042236328124,332.84844970703125,0.8945000171661377,317.3607177734375,109.89456176757812,0.9899339079856871,322.26324462890625,105.55467987060548,0.9675257802009584,312.4510498046875,105.39007568359376,0.976536214351654,328.5273742675781,108.83258056640624,0.5943332314491272,303.98321533203125,107.42466735839844,0.743422269821167,336.2713623046875,131.41908264160156,0.9835604429244996,293.8251953125,127.40857696533205,0.9813634157180786,354.822265625,100.50149536132812,0.9627553820610046,276.1639709472656,91.36154174804688,0.9568229913711548,368.1917419433594,59.14493560791016,0.9575551152229308,269.56817626953125,53.54045104980469,0.953076958656311,331.40301513671875,213.7016143798828,0.9895461201667786,299.9875183105469,212.84022521972656,0.9887110590934752,334.4638061523437,277.3836364746094,0.9782288670539856,294.8849182128906,275.3404541015625,0.9766478538513184,338.4227294921875,333.4193115234375,0.9349846839904784,288.43804931640625,332.61236572265625,0.9307419657707214,0.0
0.0,0.0,319.3622741699219,190.34445190429688,147.03277587890625,332.1041259765625,0.8596034646034241,317.0337219238281,109.95864868164062,0.9885271787643432,322.42730712890625,105.1187515258789,0.9645426273345948,311.7002868652344,104.54832458496094,0.9767724871635436,329.3307189941406,108.88150787353516,0.6267282962799072,303.98712158203125,107.98915100097656,0.6287388205528259,336.3844299316406,131.36935424804688,0.9559891819953918,294.1077575683594,128.6546630859375,0.9608049392700196,357.1756591796875,102.86724090576172,0.9281911253929138,273.82403564453125,94.5591812133789,0.937278926372528,374.7596435546875,66.21607208251953,0.9127613306045532,261.7524719238281,55.87545776367188,0.9204531908035278,330.8329772949219,213.01242065429688,0.9809529185295104,299.880126953125,212.74777221679688,0.98197740316391,334.89569091796875,275.3727722167969,0.9518572092056274,295.6496887207031,274.7142028808594,0.95424222946167,338.8299560546875,333.46441650390625,0.870903491973877,289.70074462890625,333.6376037597656,0.876168429851532,0.0
0.0,0.0,319.094482421875,196.4754638671875,163.75262451171875,320.0848388671875,0.9352598190307616,317.4344482421875,109.76976013183594,0.9943379759788512,322.531982421875,105.04312133789062,0.9838901162147522,312.0859375,104.8497314453125,0.9850209951400756,329.4823303222656,108.39529418945312,0.7629631757736206,304.1770935058594,107.39818572998048,0.7107717394828796,338.2541198730469,131.19744873046875,0.9818614721298218,293.2482604980469,129.0892333984375,0.9826614260673524,362.0725708007813,105.11521911621094,0.9587799906730652,268.3743591308594,98.9330596923828,0.9617167711257936,381.4050903320313,71.69090270996094,0.9543627500534058,252.4247894287109,65.54556274414062,0.9571175575256348,331.6536560058594,214.29461669921875,0.9900571703910828,300.2457580566406,213.58203125,0.9902909398078918,334.1814880371094,277.2535705566406,0.9816168546676636,295.61505126953125,275.4795837402344,0.9820352792739868,339.08465576171875,333.25634765625,0.948561668395996,288.8995056152344,332.362548828125,0.9496685266494752,0.0
0.0,0.0,316.9713134765625,199.31646728515625,188.70654296875,314.5277099609375,0.9490144848823548,317.0565490722656,109.4628677368164,0.994495451450348,322.2889099121094,104.95897674560548,0.9796349406242372,311.8554992675781,104.49650573730467,0.9848403334617616,328.3605041503906,108.57262420654295,0.732735276222229,304.1267395019531,107.18370819091795,0.7471606135368347,338.0449523925781,131.2470703125,0.9832897186279296,292.4935607910156,128.69644165039062,0.9816932678222656,367.9317626953125,105.8192138671875,0.9624257683753968,264.0567626953125,102.8718719482422,0.9576057195663452,392.0836791992188,76.25433349609375,0.9574527144432068,241.2804718017578,72.04725646972656,0.9526968002319336,330.7962951660156,214.7630157470703,0.9902949333190918,299.2428283691406,214.0027618408203,0.989597499370575,334.024169921875,277.72369384765625,0.9811346530914308,294.6231384277344,275.72637939453125,0.9797888398170472,338.5342712402344,333.8832092285156,0.9440724849700928,288.51129150390625,332.7796630859375,0.9404792785644532,0.0
0.0,0.0,318.01226806640625,209.54080200195312,195.229248046875,293.34832763671875,0.9534450173377992,317.04986572265625,110.1300811767578,0.9955140948295592,322.0624694824219,105.57649230957033,0.9834195375442504,312.0200500488281,105.02276611328124,0.9885271787643432,327.8514404296875,108.50486755371094,0.7388325929641724,304.4722595214844,107.32837677001952,0.7493274211883545,338.56451416015625,131.35958862304688,0.9829367399215698,292.5042724609375,129.3109130859375,0.981304168701172,371.59521484375,108.7031021118164,0.9589678645133972,260.0819396972656,106.82481384277344,0.9545395374298096,399.8345642089844,84.631103515625,0.9526829719543456,233.42205810546875,81.64085388183594,0.948384702205658,330.7852783203125,214.09011840820312,0.9899161458015442,299.8622131347656,213.2971954345703,0.989210605621338,333.96990966796875,277.2461242675781,0.9805977940559388,294.7710876464844,275.3681030273437,0.9792592525482178,338.4271850585937,333.9853210449219,0.9454769492149352,288.5160827636719,332.792236328125,0.9419697523117064,0.0
0.0,0.0,319.5504455566406,214.04006958007807,200.1595001220703,285.113525390625,0.9551883935928344,317.0152587890625,110.42141723632812,0.9960032105445862,322.0398864746094,105.76026916503906,0.9850974082946776,311.9190673828125,105.24571228027344,0.989801585674286,327.98992919921875,108.55927276611328,0.7452130317687988,304.3036193847656,107.35639190673828,0.7516065239906311,338.60015869140625,131.78182983398438,0.9830112457275392,292.2282409667969,130.09371948242188,0.9809128642082214,372.1733093261719,113.1210479736328,0.9586355090141296,257.8325500488281,111.52383422851562,0.951736867427826,401.2061462402344,93.77627563476562,0.9519702792167664,229.115234375,91.61868286132812,0.9452173113822936,330.84832763671875,214.51300048828125,0.9894751310348512,300.2376708984375,213.8096618652344,0.9886037111282348,333.78759765625,277.258056640625,0.9791105389595032,294.9612121582031,275.5443420410156,0.9773011803627014,338.4708251953125,334.1238708496094,0.9411765933036804,288.7958984375,333.0189208984375,0.9366437792778016,0.0
0.0,0.0,319.311767578125,220.05484008789065,201.86932373046875,273.7811889648437,0.9480239748954772,316.5132141113281,110.8375244140625,0.9961124062538148,321.69219970703125,106.21690368652344,0.9819850325584412,311.48748779296875,105.78425598144533,0.990255892276764,328.57080078125,108.586669921875,0.7325100302696228,303.8670654296875,107.4372329711914,0.6446161866188049,339.3133850097656,130.78262329101562,0.9585362672805786,291.39892578125,129.8488006591797,0.961341917514801,376.7586669921875,117.15701293945312,0.927993893623352,254.3209228515625,113.84649658203124,0.9375792741775512,405.00006103515625,102.02450561523438,0.9070162773132324,220.8372344970703,98.4958953857422,0.9181309342384338,331.20428466796875,214.6070251464844,0.978968381881714,299.5907592773437,214.3641357421875,0.9799606204032898,334.34326171875,276.5443725585937,0.9539920091629028,295.62469482421875,274.93231201171875,0.9564350843429564,338.480224609375,334.99713134765625,0.8837226033210754,289.79315185546875,334.2906799316406,0.8884873390197754,0.0
0.0,0.0,319.8585510253906,220.4726409912109,202.7168426513672,273.1208801269531,0.9470438361167908,316.3771057128906,111.00685119628906,0.996448278427124,321.59283447265625,106.40798950195312,0.9833807945251464,311.3282470703125,105.94255065917967,0.9912840127944946,328.461669921875,108.95111083984376,0.7373505234718323,303.6455078125,107.7522201538086,0.6500869393348694,339.54620361328125,131.29876708984375,0.9588476419448853,291.0512084960937,130.6300048828125,0.9620549082756042,378.1407775878906,119.23052978515624,0.9274158477783204,254.7101287841797,117.32264709472656,0.938680112361908,408.8523559570313,106.33213806152344,0.9062724113464355,221.44390869140625,103.8667449951172,0.9195256233215332,331.0611267089844,214.95721435546875,0.978805422782898,299.360595703125,214.7075958251953,0.9799096584320068,334.1751403808594,276.5912475585937,0.953665018081665,295.5279541015625,275.0771179199219,0.9564254879951476,338.28277587890625,335.0029296875,0.8832224011421204,289.78680419921875,334.3779602050781,0.8884175419807434,0.0
